State,Type,Gender,Age_group
D & N Haveli,House Wife,Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Student,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Service (Private),Male,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Married,Male,S
D & N Haveli,Seperated,Male,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Physical Abuse (Rape/Incest Etc.),Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Fall in Social Reputation,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Physical Abuse (Rape/Incest Etc.),Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Bankruptcy or Sudden change in Economic,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Physical Abuse (Rape/Incest Etc.),Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Other Prolonged Illness,Female,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Cancer,Male,S
D & N Haveli,Causes Not known,Male,S
D & N Haveli,Drug Abuse/Addiction,Male,S
D & N Haveli,No Education,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Graduate,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,Student,Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Student,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Unemployed,Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Retired Person,Male,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Seperated,Male,S
D & N Haveli,Family Problems,Male,T
D & N Haveli,Professional/Career Problem,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Poverty,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Death of Dear Person,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Property Dispute,Male,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Family Problems,Female,S
D & N Haveli,Death of Dear Person,Male,S
D & N Haveli,No Education,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,Graduate,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Diploma,Male,S
D & N Haveli,By Drowning,Male,T
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Drowning,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Drowning,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Drowning,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Drowning,Female,S
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,Others (Please Specify),Male,T
D & N Haveli,Service (Private),Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Student,Female,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Government),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Male,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Suspected/Illicit Relation,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Professional/Career Problem,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Not having Children(Barrenness/Impotency,Male,A
D & N Haveli,Causes Not known,Female,S
D & N Haveli,Other Causes (Please Specity),Female,S
D & N Haveli,Other Prolonged Illness,Female,S
D & N Haveli,Family Problems,Female,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Causes Not known,Male,S
D & N Haveli,Middle,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Diploma,Male,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Hanging,Female,S
D & N Haveli,By Fire/Self Immolation,Female,S
D & N Haveli,By Consuming Insecticides,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,Student,Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Student,Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Service (Private),Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Government),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Others (Please Specify),Female,S
D & N Haveli,House Wife,Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Widowed/Widower,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Divorcee,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Widowed/Widower,Male,S
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Fall in Social Reputation,Female,A
D & N Haveli,Other Prolonged Illness,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Death of Dear Person,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Not having Children(Barrenness/Impotency,Female,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Insanity/Mental Illness,Male,S
D & N Haveli,Causes Not known,Male,S
D & N Haveli,Other Prolonged Illness,Male,S
D & N Haveli,Primary,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,No Education,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Middle,Male,S
D & N Haveli,Graduate,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Insecticides,Male,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Hanging,Male,S
D & N Haveli,By Consuming Other Poison,Male,S
D & N Haveli,Student,Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Service (Government),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,S
D & N Haveli,Married,Female,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Divorcee,Female,S
D & N Haveli,Never Married,Male,S
D & N Haveli,Married,Male,S
D & N Haveli,Widowed/Widower,Male,S
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Death of Dear Person,Female,A
D & N Haveli,Suspected/Illicit Relation,Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Causes Not known,Female,A
D & N Haveli,Love Affairs,Female,A
D & N Haveli,Insanity/Mental Illness,Female,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Fall in Social Reputation,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Unemployment,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Cancellation/Non-Settlement of Marriage,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Family Problems,Female,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Love Affairs,Male,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Insanity/Mental Illness,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Drug Abuse/Addiction,Female,A
D & N Haveli,Other Causes (Please Specity),Female,A
D & N Haveli,Other Prolonged Illness,Male,A
D & N Haveli,Causes Not known,Male,A
D & N Haveli,Family Problems,Male,A
D & N Haveli,Drug Abuse/Addiction,Male,A
D & N Haveli,Other Causes (Please Specity),Male,A
D & N Haveli,Insanity/Mental Illness,Female,S
D & N Haveli,Drug Abuse/Addiction,Male,S
D & N Haveli,No Education,Female,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Female,S
D & N Haveli,Matriculate/Secondary,Female,S
D & N Haveli,Primary,Female,S
D & N Haveli,Middle,Female,S
D & N Haveli,Middle,Male,S
D & N Haveli,Matriculate/Secondary,Male,S
D & N Haveli,Hr. Secondary/Intermediate/Pre-Universit,Male,S
D & N Haveli,No Education,Male,S
D & N Haveli,Primary,Male,S
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Consuming Other Poison,Female,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Other means (please specify),Male,A
D & N Haveli,By Jumping from (Other sites),Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Fire/Self Immolation,Female,A
D & N Haveli,By Consuming Insecticides,Female,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Hanging,Female,A
D & N Haveli,By Fire/Self Immolation,Male,A
D & N Haveli,By Hanging,Male,A
D & N Haveli,By Consuming Other Poison,Male,A
D & N Haveli,By Consuming Other Poison,Female,S
D & N Haveli,By Hanging,Male,S
D & N Haveli,Student,Female,A
D & N Haveli,Service (Private),Female,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Student,Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Male,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,House Wife,Female,A
D & N Haveli,Others (Please Specify),Female,A
D & N Haveli,Service (Private),Male,A
D & N Haveli,Self-employed (Business activity),Male,A
D & N Haveli,Farming/Agriculture Activity,Male,A
D & N Haveli,Others (Please Specify),Female,S
D & N Haveli,Farming/Agriculture Activity,Male,S
D & N Haveli,Never Married,Female,S
D & N Haveli,Seperated,Female,S
D & N Haveli,Married,Female,S
D & N Haveli,Widowed/Widower,Female,S
